software_unit_id,file,line,end_line,qualified_function,visibility,function_summary,detailed_design_evidence,interface_evidence,requirements_architecture_trace,document_references,unit_verification_trace,test_references,aspice_document_verdict,linked_findings
SWU-F93C1A5BEE,src/viz/agent_trace_view.py,60,107,_render_stage_summary_grid,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-D0D9C7226C,src/viz/agent_trace_view.py,110,187,_decision_flow_markdown,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-8765E21451,src/viz/agent_trace_view.py,190,455,render_agent_trace_panel,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/aspice/supporting/reviews/software-domain-document-audit-2026-07-17.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1D4AE30FBD,src/viz/agent_trace_view.py,458,460,render_agent_trace_sidebar,public,Legacy sidebar entry — delegates to panel.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-E73BF3A018,src/viz/archive_config_summary.py,8,29,format_archived_run_config,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_archive_config_summary.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-ACFCD5EEF4,src/viz/archive_config_summary.py,32,38,pipeline_status_label,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_archive_config_summary.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-508AE8715D,src/viz/charts.py,10,33,build_sentiment_donut,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-25D919A083,src/viz/charts.py,36,59,build_projection_chart,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-86E2359125,src/viz/dashboard_components.py,23,24,_is_placeholder_source,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-0059CA3D67,src/viz/dashboard_components.py,632,633,_chg_class,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-2D55219A60,src/viz/dashboard_components.py,636,638,_truncate,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-550F755267,src/viz/dashboard_components.py,641,651,_source_tags,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/reviews/financial/static-code-review.md,存在同名测试引用,tests/unit/test_external_data_view.py,P-证据不足,ASPICE-SWE3-DD
SWU-85E277E655,src/viz/dashboard_components.py,654,715,render_external_data_panel,public,"Live external feed: DXY, headlines, calendar, TV social.",有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-64DFAECBB9,src/viz/dashboard_components.py,718,736,render_header,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-725D5A8F44,src/viz/dashboard_components.py,742,746,_fmt_price,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-72CA74C7A9,src/viz/dashboard_components.py,749,755,_primary_signal,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-389FE568EE,src/viz/dashboard_components.py,758,766,_status_meta,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-23BF7FA077,src/viz/dashboard_components.py,769,782,_direction_class,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-0010BC2852,src/viz/dashboard_components.py,785,786,_signal_zone,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-D398C927E4,src/viz/dashboard_components.py,789,793,_signal_targets,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-133E6E54C6,src/viz/dashboard_components.py,796,801,_first_text,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-E962207CE2,src/viz/dashboard_components.py,804,857,render_final_decision_banner,public,Prominent one-line verdict: execute / reduce / wait.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE
SWU-C819F0DAF5,src/viz/dashboard_components.py,860,928,render_decision_summary,public,"First-screen decision strip: price, bias, executable state, and main risk.",有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-937765293D,src/viz/dashboard_components.py,931,935,_display_plan_signals,internal,Up to three plans for UI; invalid plans sink to the end but still show when needed.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-D3D7244ACE,src/viz/dashboard_components.py,938,945,_confidence_text,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-2F9B45E4CD,src/viz/dashboard_components.py,948,951,_minify_plan_html,internal,Collapse indentation so Streamlit markdown won't treat the card as a code fence.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-E6D39C08CF,src/viz/dashboard_components.py,954,1043,_render_plan_card,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-9C21A8D1A7,src/viz/dashboard_components.py,1046,1103,render_rejected_plan_details,public,Collapsible inventory of manager-rejected / unused / geometry-failed candidates.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-3BFB666A67,src/viz/dashboard_components.py,1106,1116,render_primary_plan_focus,public,Backward-compatible wrapper: first plan card only.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-1308A20C4F,src/viz/dashboard_components.py,1119,1145,render_top_overview_row,public,"Top row: overview | (donut slot) | liquidity | today — 4 columns, 3 HTML panels.",有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-D69F968C9E,src/viz/dashboard_components.py,1148,1153,render_tf_stack,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1FB9420507,src/viz/dashboard_components.py,1156,1183,render_bottom_row,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-2DD042625F,src/viz/dashboard_components.py,1186,1190,_fmt_zone,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-EAB2C95485,src/viz/dashboard_components.py,1193,1196,_fmt_event_list,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-48FC0FD2B1,src/viz/dashboard_components.py,1199,1202,_fmt_prices,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6D789B868B,src/viz/dashboard_components.py,1205,1215,_fmt_strong_weak,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-854DCCE0EB,src/viz/dashboard_components.py,1218,1264,render_tf_panel,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/technical-analysis.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-CE51FB1D21,src/viz/dashboard_components.py,1267,1295,render_narrative_section,public,Render one compact institutional-copy block from the shared contract.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-18E3BF98AE,src/viz/dashboard_components.py,1298,1304,_narrative_fallback_hint,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-1E810A3B0E,src/viz/dashboard_components.py,1307,1320,render_key_levels,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-B460F224CA,src/viz/dashboard_components.py,1323,1336,render_strategy_sections,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-60B752029B,src/viz/dashboard_components.py,1340,1345,render_path_cards,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-F129F84B90,src/viz/dashboard_components.py,1348,1355,render_calendar,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-94C9558228,src/viz/dashboard_components.py,1358,1400,render_trading_plans,public,Unified A/B/C plan cards; separates authorized vs rule-only candidates.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_financial_review.py,P-证据不足,ASPICE-SWE-TRACE
SWU-5E89771732,src/viz/dashboard_components.py,1403,1414,render_liquidity,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-AAAAECEB82,src/viz/dashboard_components.py,1417,1423,render_footer,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-77F3E3EB2D,src/viz/decision_page.py,20,66,_render_generation_and_llm_io,internal,"Single panel: pipeline steps on top, LLM I/O below.",有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-4D76920CC8,src/viz/decision_page.py,69,93,render_live_generation_panel,public,"Same tab layout as the decision page, fed by in-flight pipeline snapshots.",有函数说明,完整注解,存在符号级文档引用,docs/architecture/llm-agents.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE4-UV
SWU-0871294EDE,src/viz/decision_page.py,96,120,render_llm_decision_page,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-7D9904747D,src/viz/display_labels.py,44,49,format_report_branding,public,Normalize legacy LuxAlgo strings for reader-facing UI (incl. replay archives).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE
SWU-C22C609A56,src/viz/display_labels.py,52,64,humanize_narrative_fallback,public,Short Chinese hint for narrative block fallback reasons shown in UI.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE
SWU-49E5AD57E6,src/viz/display_labels.py,67,69,label_bias,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-5A683DD3D4,src/viz/display_labels.py,72,74,label_action,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-32CEF2320F,src/viz/display_labels.py,77,79,label_trade_direction,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-3C82DC7EFD,src/viz/display_labels.py,82,84,label_risk_profile,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-32DB70EE85,src/viz/display_labels.py,87,98,label_position_scale,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-9CDBF9137F,src/viz/display_labels.py,107,122,infer_trade_theme,public,Return ``short`` or ``long`` for plan cards and decision styling.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE
SWU-1E94D60636,src/viz/display_labels.py,125,151,execution_banner,public,Explain why trading plans may differ from trader/manager rows.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE
SWU-493EF2091A,src/viz/display_labels.py,154,169,conclusion_display_lines,public,De-duplicated lines for 结论要点 panels (header + direction_summary).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_display_labels.py,P-证据不足,ASPICE-SWE-TRACE
SWU-1E2FEBD33E,src/viz/external_data_view.py,16,35,external_snapshot_from_fetch,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_data_view.py;tests/unit/test_orchestrator_hooks.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-73C9145028,src/viz/external_data_view.py,38,51,external_payload_from_report,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_external_data_view.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-75474C9286,src/viz/external_data_view.py,54,65,_render_headline_list,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-15A26B9540,src/viz/external_data_view.py,68,91,_render_calendar_rows,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6CDBB0B77D,src/viz/external_data_view.py,94,187,render_external_data_content,public,Render external feed panels from fetch snapshot or full report payload.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-6B50C51729,src/viz/external_data_view.py,190,198,render_external_data_page,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-91DD83B0A6,src/viz/generation_state.py,24,25,GenerationJob.key,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/backtesting.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/integration/test_pipeline.py;tests/unit/test_archive_compat.py;tests/unit/test_fact_registry.py;tests/unit/test_indicators.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-A28F3CE7DB,src/viz/generation_state.py,32,37,purge_expired,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-FAB2A1BB76,src/viz/generation_state.py,40,43,access_job,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_generation_worker.py;tests/unit/test_module_sync_telemetry.py;tests/unit/test_streamlit_ensure_report.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-BCB1DF87B1,src/viz/generation_state.py,46,52,get_job,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_streamlit_ensure_report.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-E4EE868B95,src/viz/generation_state.py,55,60,create_job,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_generation_worker.py;tests/unit/test_streamlit_ensure_report.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-0D53C85F3B,src/viz/generation_state.py,63,67,drop_job,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-5614348EB6,src/viz/generation_state.py,70,74,update_live,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_module_sync_telemetry.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-2029E693A6,src/viz/generation_worker.py,24,29,_is_streaming_llm_record,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-52FE00A287,src/viz/generation_worker.py,32,70,compact_llm_io_for_live,public,Trim LLM I/O for polling UI — avoids multi-MB widget payloads during streaming.,有函数说明,完整注解,存在符号级文档引用,docs/reference/cheat-sheet.md,存在同名测试引用,tests/unit/test_live_progress_ui.py,P-部分满足,
SWU-2FAE0CAF3C,src/viz/generation_worker.py,76,80,ModuleSyncProgressReporter.__init__,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-309BCF8879,src/viz/generation_worker.py,82,96,ModuleSyncProgressReporter._sync,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-A85C4E4BB0,src/viz/generation_worker.py,99,102,ModuleSyncProgressReporter._headline_from_steps,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-16CAB352CE,src/viz/generation_worker.py,104,105,ModuleSyncProgressReporter._on_change,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-DB5D7A17A9,src/viz/generation_worker.py,107,112,ModuleSyncProgressReporter._on_llm_chunk,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_progress.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-328CC0F106,src/viz/generation_worker.py,114,123,ModuleSyncProgressReporter.llm_begin,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_module_sync_telemetry.py;tests/unit/test_progress.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-B1681A5A0B,src/viz/generation_worker.py,125,135,ModuleSyncProgressReporter.llm_end,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_module_sync_telemetry.py;tests/unit/test_progress.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-40BBCB7294,src/viz/generation_worker.py,137,139,ModuleSyncProgressReporter.fail,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/aspice/supporting/reviews/software-domain-document-audit-2026-07-17.md,存在同名测试引用,tests/unit/test_archive_transfer.py;tests/unit/test_llm_stage_policy.py;tests/unit/test_report_invariants.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-00CA768FE8,src/viz/generation_worker.py,141,143,ModuleSyncProgressReporter.done,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/operations/walkthrough.md;docs/reference/run-archive-schema.md;docs/reference/examples/report-schema.md,存在同名测试引用,tests/integration/test_pipeline.py;tests/unit/test_archive_compat.py;tests/unit/test_live_progress_ui.py;tests/unit/test_pipeline_progress_headline.py,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-F475F6A25B,src/viz/generation_worker.py,145,147,ModuleSyncProgressReporter.update,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,无需求/架构追溯记录,,存在同名测试引用,tests/regression/test_doc_pipeline_sync.py;tests/unit/test_golden_report_benchmark.py;tests/unit/test_risk_gates.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE3-IF
SWU-B77C2C5B77,src/viz/generation_worker.py,149,165,ModuleSyncProgressReporter.stage_io,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,部分注解,存在符号级文档引用,docs/architecture/analyst-context.md;docs/architecture/architecture.md;docs/architecture/llm-agents.md,无同名测试追溯证据,,P-证据不足,ASPICE-SWE3-DD;ASPICE-SWE4-UV;ASPICE-SWE3-IF
SWU-4ADBBAE6F8,src/viz/generation_worker.py,168,187,format_generation_error,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_generation_worker.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-DE0806140C,src/viz/generation_worker.py,190,262,start_generation,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/regression/test_fixes.py;tests/unit/test_generation_worker.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-EADC84CC44,src/viz/generation_worker.py,217,258,start_generation.worker,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,存在符号级文档引用,docs/architecture/architecture.md;docs/architecture/llm-agents.md,存在同名测试引用,tests/unit/test_generation_worker.py;tests/unit/test_progress.py,P-证据不足,ASPICE-SWE3-DD
SWU-092CE9F86B,src/viz/lightweight_chart.py,115,116,_tf_short,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-F95E2508FA,src/viz/lightweight_chart.py,119,139,_zone_title,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_chart_projections.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-3733752CF4,src/viz/lightweight_chart.py,142,150,_align_ts,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
